Name,Rating,Address,Reviews
F1RST,5,"355 Franklin Ave, Brooklyn, NY 11238","['Amazing breakfast sandwich. Chicken sausage was so good and flavorful, spicy mayo was perfect. Im not even that big of a sausage person, but I loved...', 'New restaurant - F1RST in Hawthorne was just wonderful!\nPictured here - half a serving of their Bolognese topped with burrata and arugula pesto. The pork...', 'The best melt in the mouth biscuits I have ever eaten in NYC. The service was welcoming and friendly. The ambiance is a small warm cafe and so come early to...']"
Schilling Restaurant & Bar,4.2,"109 Washington St, New York, NY 10006","['What a delightful restaurant addition to the financial district! This hidden gem is a great spot for delicious food and drinks.\nTo drink, the Elder Rot is a...', 'A hidden gem in Fi-Di that must be explored if you are interested in trying a new cuisine outside the usual NYC Italian, French or Japanese styles, why not...', '***3 1/2 stars***\n\nSchilling has been on my radar for a few months, and somehow manages to be off the beaten path while being only a block or two from the...']"
The Restaurant at Great Jones Distilling,4.4,"686 Broadway, New York, NY 10012","[""After a tour and tasting I had made a reservation to stick around to try out the restaurant's 3 course restaurant week menu. I was quickly seated by the..."", ""My friends and I came during restaurant week, where we each paid $77 (that's including tax and tip) for a three course dinner with a 3 whiskey flight. The..."", 'Close to NYU and has been on my list to go to. I am glad we did. Went for brunch on a Saturday. My suggestion: make a reservation. We made one just before...']"
Habibi Rooftop the Restaurant,3.7,"154 Scott Ave, Brooklyn, NY 11237","['Came here with my friends who really know their arab food, so I was in for a treat. They tried to seat us at a disjointed table which was basically two-tops...', '10/10 experience \nThe complimentary champagne in the beginning is a nice way to welcome guest into the amazing experience that is Habibi. The staff here are...', 'I really need to know who okayed creating a restaurant that sells over priced street meat ??? Nothing about the food was good . Okay maybe the hummus awarma...']"
Konoha Yakitori Ramen and Sushi House,5,"847B Union St, Brooklyn, NY 11217","['Yummy, yummy food, most attentive and friendly service, cozy  atmosphere, and very reasonably priced! We tried their sushi, yakitori, and ramen, and we...', 'good food \ngood service \ngood ambiance \n\nGot the chicken thigh skewers over rice, came with a side salad and soup', 'This is the best ramen bowl in Park Slope, Brooklyn. For $20, I ordered a bowl of Tonkotsu ramen & spicy tuna sushi. The star of the lunch was the ramen...']"
Lincoln Station,3.9,"409 Lincoln Pl, Brooklyn, NY 11238","['Stopped in here with after attending an exhibit and had a great time. I will def be back ! \n\nFood: \nI ordered the hand cut  French fries they were pretty...', 'I stopped by here after a long walk at Prospect Park. The kale salad with chicken and avocado is a bit overpriced, but I did enjoy it, and it was filling;...', 'I went to Lincoln Station after walking around Brooklyn Botanical Garden. As per Google Map, this was the closest location for a cup of coffee. \n\nThe line...']"
Niche,4.2,"172 Delancey St, New York, NY 10002","['Niche, located in the bustling heart of New York City, is nothing short of a culinary gem. From the moment you step inside, you are transported to a world...', 'Niche offers an omakase by reservation only. It is a bit different from what you would expect from an establishment that is mainly known for ramen. This is...', '*temporarily closed right now*\nGood food & atmosphere, small shop\n\n--yuzu dashi vongole mazemen: it was delicious but nothing special tbh, sauce is...']"
Macao Trading Company,3.8,"311 Church St, New York, NY 10013","['TLDR: Dim lighting, stellar service, romantic vibes, a bit pricey, but delicious authentic Asian cuisine! 10/10 would recommend for any casual or semi...', 'I really enjoyed my time here. I came for date dinner and the ambiance/lighting is perfect for an intimate night of good conversation with your romantic...', 'Last minute dinner reservation was desperately needed while my wife and I were visiting NYC from LA, and since Macao Trading Company was walking distance...']"
Cocoron  & Goemon Curry,4.2,"16 Delancey St, New York, NY 10002","['Comforting and savory foods are what Cocoron and Goemon, a traditional Japanese restaurant, specializes in serving up. The aroma of freshly made food greets...', 'Food:\nHad heard from many sources that this place did really good soba. I originally intended to go on a hot day to get the cold soba, but then I kept...', 'Literal Gem alright. I have come here twice now and both times were sooo good! My mouth literally waters and craves that karaage omg just thinking about it...']"
Aura Bar & Kitchen,4.9,"111 1st Ave, New York, NY 10003","['Cozy atomosphere and great place to grab dinner, or a drink with friends. The staff and owner are very personable and attentive.  We were also able to sit...', 'My boyfriend and I stopped here completely by accident- we were trying to go to a place a couple doors down, however, they were closed temporarily for a...', 'Aura was an INCREDIBLE dining experience! The pasta was one of the most fresh I have ever had in my life. Our waiter was so sweet, friendly and kind. He was...']"
Osteria Nonnino,4.5,"637 Hudson St, New York, NY 10014","['This place was 10/10!! The staff is so welcoming (thank you Vita!), the wine is amazing, and the food is so delicious. Highlights of the menu are the...', 'Had dinner with a friend last week at Osteria Nonnino! We sat in the dining room, the ambiance was great, the service was awesome but the Orecchiette Con...', 'My fiancé and I went to Osteria Nonnino on a particularly busy night and it was very loud and crowded in the restaurant. Unfortunately, he is recovering...']"
Sky 55 Bar & Grill,4.3,"55 Water St, Fl 3, New York, NY 10041","['We arrived early for a ferry ride with our son the boat captain, so we came here for a bit.  It was something like 3pm on a Tuesday and we were the only one...', 'I came in to Sky 55 with a group of colleagues for happy hour and they were great. We were about a group of 10-15 people and they handled it so well. \n\nI...', 'I stumbled across Sky 55 last year when I was exploring the adjacent Elevated Acre at lunch one day. It was conveniently located near my office (though...']"
Egg Shop,3.9,"151 Elizabeth St, New York, NY 10012","['The menu is tempting! Well written descriptions lured me in to two picks! My friend ordered one and I got the other: spandex and the Turkish. Both were...', ""This restaurant is truly the size of someone's living room but that sure doesn't stop people from coming. When I came for brunch on a Sunday with my friend,..."", 'Not impressed.\n\nI get it. Eggs are supposed to be the star here, and they are, but unfortunately the rest of the dishes fade to black whereas this one takes...']"
Tabaré,4.4,"1006 Flushing Ave, Brooklyn, NY 11237","['Stopped in for a quick dinner yesterday before a show nearby & had a really great meal! Wish I had taken more (read: better) photos of everything, but our...', 'Super warm and cozy spot in Bushwick, love the vibes. Cocktails were pretty good, I especially liked the Verde which tasted like a green juice mixed with...', 'So this was an interesting experience. Our server was really friendly. We got there just before happy hour was ending. She left us know this so we could put...']"
Mr Bao,4,"179 5th Ave, Brooklyn, NY 11217","['Food: dumplings, Asian\nService: all the servers were super nice and helpful\nAmbiance: small inside, perfect for takeout \n\n\nThe noodles I got were awesome...', 'Was working overnight and my co-worker and I ordered from here for some late-night eats. \n\nWe ordered the following: \n MR. Bar Fried Rice with shrimp,...', 'I came here for a snack with a friend. We shared a few things. Everything was delicious.\n\nThen I ordered a bunch of things for my other friends and I to...']"
Union Street Cafe,4,"568 Union St, Ste A, Brooklyn, NY 11215","[""Decent Food + Low Prices\n\nThis is a great spot if you're looking for a quick meal at a local joint.\n\nFor $7.50 I got a burger with fries. A simple meal like..."", ""I love this place! \nNo frills\nCash only\nI'm a sucker for an old diner \nThe food is always fresh and and consistent \nThe prices are amazing"", 'like this place.  old school unpretentious corner neighborhood diner.  very good service.  set expectations accordingly and enjoy.']"
Chomp Chomp Thai kitchen,4.8,"78 E 1st St, New York, NY 10009","[""I don't even know if I want people to find out about this place. This is a such a hidden gem. It's a small restaurant. Everything is so flavorful. \n\nI like..."", ""I'm such a creature of habit it's disgusting. I get takeout from Terra Thai 2-3 times a week, but I walk by Chomp Chomp everyday and always see it packed. I..."", 'my new favorite thai place! so affordable and so yummy. \nlove their lunch specials that start at only $11, and they even offer them on weekends! they come...']"
E Noodle 粥麵館 - Chinatown,4.1,"5 Catherine St, New York, NY 10038","[""This is very good Cantonese style food.  The fish ball (boiled and fried) and beef stew with Cantonese noodles taste just like home.   Shiu Mai's are good..."", 'Three people went and three thoroughly loved the meal.\nPicture of noodles with duck and their soup dumplings. Forgot to take pictures of the clay pot with...', '3.5 stars\nI tried a few of their recommended dishes to compare to the restaurants I normally go to in Flushing and Bayside. \nThe curry beef brisket with...']"
Popular,4,"215 Chrystie St, New York, NY 10002","['Everything here was incredible! Came for restaurant week and got the ceviche, fish, and shrimp and noodles!\n\nTheir pisco sours are great too and have a...', ""I went to Peru this summer and was truly moved by the pisco sour drink, I've been in search for some good pisco sour since.  I landed in Popular.  Such a..."", 'Sorry for the delay with these guys ,  I always forget to leave reviews . But this restaurant was EVERYTHING . The food was flavorful, fresh, delightful ....']"
Gansevoort Liberty Market,4,"101 Liberty St, New York, NY 10007","['Duchess Cookies!  are super delicious and huge! But what really stood out,  was the service they provided. Such sweet, polite, and accommodating,  workers...', 'Cool place to grab lunch if you want to avoid the crowds in Hudson Eats. There is a large variety of vendors serving food from every part of the food:...', ""Located inside the Oculus, this food hall is a good option for food while in Lower Manhattan! There's a good variety of options, made to order and grab and...""]"
Figaro,4.2,"184 Bleecker St, New York, NY 10012","['Came here for the second year a row. \n\nOriginally came here last year on a whim -- incredible drinks and service.\n\nThis year we were walking by and said why...', 'TLDR: just go somewhere else\n\nCame with my sister who was visiting from out of town for brunch on a Sunday. We were one of maybe 3 tables, but service was...', 'Came to Figaro on a Thursday evening during happy hour. After my visit, I left with mixed feelings about the experience. First off, the ambiance is great -...']"
Hey Yuet,4.3,"251 W 26th St, New York, NY 10001","['Stopped here for Dimsum and the food here was so amazing and delicious. We had the scallion chive pancake and they were so generous with their portion...', 'This is a composite review of our experience eating in the restaurant, taking out food and having food delivered by the restaurant. Unfortunately, we have...', 'This is not your traditional dim sum place with rolling carts of food. You have to place your order with the waiter, but everything was great. Food wise...']"
Hop Lee Restaurant,3.9,"16 Mott St, New York, NY 10013","['My family has been coming to Hop Lee for decades and the food never disappoints. So many dishes to choose from, you could never go wrong. And trust me,...', ""My Chinese family's favorite place for dinner. We've been coming here for more than 20 years. If you want the really good food, you'll need the all-Chinese..."", ""I've eaten here countless times over decades, but it appears it's under new management -- and I was stunned by how much better the food was in my most...""]"
Steak Frites Bistro,4.6,"496 9th Ave, New York, NY 10018","['Was craving steak frites and I just so happen to stumble on a restaurant whose namesake is exactly that, it was meant to be. Our waitress was amazing, I...', 'Steak Frites Bistro is a good place to get a taste of the French Bistro scene without paying for the airline ticket. I had been wanting to check this place...', 'Tried this place out for restaurant week and was very happy with my experience. We got the shrimp cocktail and onion soup as appetizers. It was only 4...']"
Compton's,4.8,"99 Franklin St, Brooklyn, NY 11222","['I love this place. I work locally and am always looking for something to eat before work.\nGreat, consistent food\nFriendly service\nChill vibes.\nBaratta BLT...', 'Awesome craftsmen of sandwiches with all types of options and flavors for sandwich lovers , a must try if you are in the area . Enjoy and have a good bite', ""Delicious food + awesome customer service. That's what I get everyone every time I visit Comptons. I recently went and was greeted by Ricky who was super...""]"
Karczma,4.4,"136 Greenpoint Ave, Brooklyn, NY 11222","[""I came here knowing the menu was VERY pork oriented and I made the decision years ago to stop eating pork.  I wasn't sure what to expect.\n\nI had the pickle..."", 'I went overboard here, I know I did.\n\nIf you like Polish cuisine, this is the restaurant for you. If you can find one thing to eat on the menu, then this...', 'Karczma is a wonderful restaurant tucked away in an unassuming street, with a comfy and warm interior design and a strong neighborhood feel. The staff were...']"
Hungry Bowl,4.8,"216 Humboldt St, Brooklyn, NY 11206","['Stopped by yesterday evening for take out and I was SO pleasantly surprised by the quality of the food.\n\nGot a khao soi and a pad Thai both with tofu! The...', ""Hungry Bowl is such a hidden gem for some delicious Thai food in NYC! They serve a variety of authentic dishes that go beyond what's typically served at..."", 'Cute little spot that does authentic Thai food. Great staple in the neighborhood for takeout or you can also sit at one of the 5-6 tables in the restaurant....']"
Woorijip,4,"12 W 32nd St, New York, NY 10001","[""Very neat and sleek. Affordable prices and very nice workers. Good I'd very good overall. Food 7/10 workers 9/10 price 10/10"", 'Love this K-town cafeteria! For years, when in the neighborhood during lunchtime or wanted an early dinner, I stopped by Woorijip for Korean food. Since my...', 'Great spot for grab-and-go Korean food! They have a ton of seating and food options, and everything is relatively affordable too. The food quality is on par...']"
City Vineyard,4,"233 West St, New York, NY 10013","['Good food, great views with an abundance of outdoor seating! Nice pick for kids! A go to in lower Manhattan!', ""Came here years ago when it was fairly new and I don't remember anything negative here.\n\nHad a good time here, so no complaints, but it might be different now."", 'I genuinely have never been more confused by a bar experience.\n\nFirst of all, there was an event happening in the main area. Totally fine but it blocked off...']"
Imm Thai NYC,4.5,"80 Nassau St, New York, NY 10038","[""I've been walking past Imm Thai ever since it opened, telling myself one day I'll try it.. well, tonight I finally had the excuse!\n\nI swung by around 6:30..."", 'There legendary southern fried seemed refried after being fried making it extremely difficult to chew through and the dressing on their fruit salad which...', 'Stopped by after work on Friday to try the food at Imm. Read a few reviews and we were hungry and Imm was close by so we decided to go in. \n\nWe were...']"
Kuu,4,"20 John St, New York, NY 10038","[""We got there about 45 mins before closing and the staff still accommodated us (don't make a habit of our poor behavior though and make sure if you do cut it..."", 'Right after Sunday church, a few friends & I decided to stop by for lunch. We were quickly greeted by the waiter Chris and were seated. \n\nRight away initial...', 'We stopped by Kuu after craving Japanese curry and this restaurant did not disappoint! If you happen to be near FiDi and are craving a savory and hearty...']"
Kettl,4.7,"70 Greenpoint Ave, Brooklyn, NY 11222","['There was a line when I entered, but the line moved pretty quickly. I waited no more than maybe 10 minutes in line and waited about 5-7 minutes for my...', ""We stopped by here on a friend's recommendation, and were not disappointed at all. When you step in, you immediately understand that this is a true matcha..."", 'I first discovered Kettl after learning that the delicious matcha lattes at La Cabra are made using matcha from Kettl. Finally had a chance to visit their...']"
White Horse Tavern - Financial District,4,"25 Bridge St, New York, NY 10004","['Stumbled upon this Irish gem that happened to be behind the hotel I was staying at. Felt like a ""Cheers"" bar where friends of all walks of life would walk...', 'The white horse tavern\'s website says, ""come have a pint"" - and that is exactly what you should do.  It\'s typically a fun bar with a friendly, local crowd....', ""It's a cozy old school type of bar located in the Financial District.\n\nDecent spot to grab an inexpensive beer, and tasty enough cheeseburger platter. Nice...""]"
Counter & Bodega,4.2,"216 7th Ave, New York, NY 10011","['I made reservations online through Open Table. Reservations were made for a Friday night for 4 guests . This restaurant is super cute. Lights are dim, they...', 'Visited on a Friday evening around 6pm. Conveniently located right near the train station. \n\nWaitress was very attentive but almost to the point where we...', 'A great gem! Delicious food. Easily made a reservation through Open Table which I DO recommend because they can get busy. I consistently get the pulled pork...']"
Lombardi's Pizza,3.8,"32 Spring St, New York, NY 10012","[""4++ From a tourist POV (me) - fun info: America's first pizzeria and founded in 1905. Pioneer of NY style pizza. So yeah... this was on my 'must go to' list..."", ""Super delicious. I've been wanting to try this place because I keep hearing it's the best in New York and I wanted to see if it was better than my current..."", ""Lombardi's Pizza is the first pizzeria in the U.S. and was established in 1905 by Gennaro Lombardi. We can all thank the arrival of Italian immigrants to...""]"
Ginger and Lemongrass,4.2,"153 Rivington St, New York, NY 10002","[""A friend and I stopped by for lunch. We were not disappointed. It's a small cozy restaurant. We appreciated the complimentary ginger infused water and chill..."", ""This Vietnamese restaurant is more like a Thai-Vietnamese location than an authentic Vietnamese restaurant. I'll start with the good: service was quick and..."", 'Mediocre experience. I had the pork and mushroom spring roll and the beef pho with sliced beef round.\n\nThe broth of the pho was not flavorful at all. It...']"
Libertine,3.3,"684 Greenwich St, New York, NY 10014","[""I came here for someone's birthday dinner without any expectations of the place and it became an incredible dining experience. The space is your typical..."", 'Finally! Petit dejeuner lunch, emphasis on petit. Two courses are $48. This is a very popular restaurant for good reason. The care and attention to detail...', ""Thank you Resy notify, because I managed to snap up a reservation on the same day and I'm going to be honest, I saw something on IG about the giant tower of...""]"
Five Senses,3.9,"9 W 32nd St, New York, NY 10001","[""Alright, let me spill the tea about 5 Senses in Koreatown. First off, their banchan game is strong--fresh and flavorful, it's like a little taste of Korea..."", 'Located where all the action is, I stumbled into Five Senses without any particular expectations. I was very impressed, this was the best kimchi fried rice...', 'Good are pretty decent around ktown. With a traditional menu both lunch and dinner. Love they sometimes have some fried fish during lunch time as side dish....']"
Peter Luger,4,"178 Broadway, Brooklyn, NY 11211","['Peter Luger is one of my Top 5 favorite restaurants since I started dining there in 2022. Amazing service as always. From the time of our arrival, Alan...', ""I'm a week late on this review, because I've been looking for the right words for it.\n\nNormally - I very rarely eat somewhere like here (I like steak, but..."", 'Stepping into Peter Luger Steakhouse in New York feels like entering a chapter of culinary history. This legendary spot, with its wood-paneled walls and...']"
Peakaboo,4.3,"30 Hudson Yards, New York, NY 10001","['Peekaboo is located on the 101st floor of Hudson Yards! The place is upscale, with gorgeous views. We got a quick drink at Peak, as Peakaboo only opens at...', ""This bar is definitely one of the more upscale ones that I've been to in New York. Located on the 100th floor it offers breathtaking views of the city the..."", ""This is a review for peakaboo the lounge . Peak is for dinner . A little bit about the layout since I was super confused . It's on the 101st floor of 30...""]"
The Bao,3.8,"13 St Marks Pl, New York, NY 10003","[""Food ranges from average to great. They've got all the basics but my favorite by far is the Sichuan spicy chicken. Crispy, a little spicy, beautifully..."", ""I only did take out so I can't comment on the ambiance or their service. \n\nFood-wise, I felt that they overcharged for some of their food. The Sesame Bun..."", 'I ordered this special roasted vegetable dish and I asked them to just substitute the eggplant for an additional tarot and they wanted to charge me extra!...']"
The Fly,3.9,"549 Classon Ave, Brooklyn, NY 11216","[""This place is SOLID! Had it on my list for over a year now, and finally went with my uncle and cousins for a belated Father's Day dinner. I think it's a..."", ""This place is really cute. The atmosphere is adorable. If you're someone who likes yellow lighting and very warm interiors, warm woody interiors then you..."", ""Visited the Fly when I was in town based on a recommendation from my friend and it did not disappoint. It's first come first serve so be sure to come early...""]"
Nostrand Cafe,4.4,"261 Nostrand Ave, Brooklyn, NY 11216","[""Cute spot to work remotely from! It was the perfect amount of sunlight to shade so my eyes didn't feel strained haha. Opted for the kimchi fried rice and a..."", ""I'm always on the hunt for great cafes to work at, and I really enjoyed Nostrand. I had a chai and a cheddar chive biscuit and they were both great. There's..."", 'The food is okay, pretty overpriced..\nThere are plenty of businesses around that look like the people who live around the way offering way better food....']"
NAYA - FiDi,4.2,"1 New York Plz, New York, NY 10004","[""My dad's a picky eater; and the ideal Asian who has to have his rice daily to sleep at night! And even he himself liked the food, which says a lot. \n\nWe..."", ""I can't believe it took me this long to try naya but this place is absolutely delicious. Forget Chipotle, these Mediterranean fast food restaurants are..."", 'Good option for a quick, reasonably priced, indoor meal in FiDi; as it is located in the Brookfield Place food court. We got there early (before 12), and...']"
Butler,4.3,"95 S 5th St, Brooklyn, NY 11249","['Love this cafe!! Great place to get work done with a great cup of coffee and some delicious snack options. I have tried the sticky date muffin and the...', ""I come here often when I'm in Williamsburg. I love getting oat milk lattes here. And I want to note that the coffee here is very tasty. And the berry muffin..."", '$9 for a tiny ""veggie"" empanada.\nIt\'s not an empanada. I think it\'s more like a croissant crust. Absolutely no veggies. It\'s all eggs and herbs. They heated...']"
Forget Me Not,4.1,"138 Division St, New York, NY 10002","['The place seems like a dive bar with intimate seating for food as well. Dress is definitely casual. Service for a moderately filled place is relatively...', 'This place is always popping whenever I pass by. They were one of the few open early and on Christmas so we decided to check it out. Definitely a dive bar...', ""Stopped by here on the way to Metrograph. Was told it's cute and has solidly okay food.\n\nThe food was not even 'solidly okay'.  How do you mess up a...""]"
Pho Express,4.7,"732 Washington St, Hoboken, NJ 07030","['Amazing Vietnamese spot.\n\n1) The restaurant is a very cozy fast casual Vietnamese spot.\n2) Their pork banh mi is amazing. Some of the best banh mi I ever...', ""The food is ok and I wouldn't say it is overpriced, the dining area can be larger but I usually order takeaway so probably doesn't matter.\n\nMy biggest..."", 'So happy that this new Vietnamese restaurant opened! Owner is very friendly, and the service is superb!! Everything came out so fast and tasted fresh. We...']"
Gahm By Mokbar,4,"212 Flatbush Ave, Brooklyn, NY 11217","[""I'm not sure what happened during my trip to NYC because I didn't make a reservation to any places, this being one of them. We got there around 6ish? And..."", ""Ok - let's level set. Came with no expectations, bc the reviews are all over the place - some great - some not so much.  Came here last night with friends,..."", ""TL;DR it's OK. There were some ups and downs. Get the brussels sprouts and miss the wings. Service is good but value is meh.\n\nWe watched Esther Choi's Iron...""]"
Gilda,4.3,"401 W 47th St, New York, NY 10036","['TLDR: The food is okay in general not something that makes you want to come back for. Looks like they focus more on the drinking side of the business. The...', 'This place is truly a neighborhood gem! Been here a few times and the cocktails have been top notch. The service is wonderful and the bartender made us some...', 'I love this place. I stumbled on this with a friend. We had no reservations on a Saturday night of course there was no chance. We were able to sit at the...']"
Sanmiwago,4.3,"98 Mott St, Ste 3, New York, NY 10013","['Very good dumplings, the braised beef was phenomenal too.  Was kinda annoyed as I waited awhile but it was definitely worth it.  Looking forward to trying...', '3.5 Stars\n\nLocated inside the Mott Street Eatery (food court), there is a Sanmiwago stand where you either use kiosk or order in person. \n\nThe food is the...', 'This is one of the stalls at the Mott Street Eatery food court. Apparently, Sanmiwago started in Taiwan in 1993 and has a few locations. The menu is a...']"
Osteria La Baia,4.4,"129 W 52nd St, New York, NY 10019","['Stopped here before seeing Wicked.  Everything from the ambience, the food, the wine, the dessert and the service was very good.  I highly recommend.', 'Edwardo was an amazing server!\n\nWe had a great time, great ambiance, great food, quick service.', 'I had the pleasure of dining at Osteria la Baia recently, and I must say, it was an absolute delight thanks to our server Wayne. From the moment we sat...']"
Four Four South Village,4.2,"11 E 7th St, New York, NY 10003","[""Really fast service and great dishes! My boyfriend introduced me to this spot since it's right by his job and he goes here all the time for lunch. I'm glad..."", 'Came here after seeing the raving reviews from others. Ordered just the popcorn chicken, and it was ready immediately, which was a little worrisome for me....', 'Four Four South Village is an affordable Taiwanese spot with quick service. \n\nWent on a Saturday for lunch time and we were the only guests there, so we...']"
Adrienne's Pizzabar,3.9,"54 Stone St, New York, NY 10004","['4.5 stars for the pizza, 4 for the ambiance. The service was good, we were not rushed, but the tables were a bit cramped (our pizza pan was jutting into our...', ""The pizzeria is what every pizza lover says in New York City. It's the best because of what New York City has that nowhere around the entire world has!..."", 'Came here on Octoberfest to avoid the insane crowds on Stone Street. Thankfully we got in through the back door and were welcomed to our pizza oasis. \n\nWe...']"
White Maize,4.4,"277 Smith St, Brooklyn, NY 11231","[""Where have the White Maize bowls been all my life? \n\nOrdering a healthy bowl option is anyways my weeknight go to if I'm ordering delivery. I loved the..."", ""Sabrosas arepas. Loved my Pulled Chicken & Cheese Cachapa and the passionfruit juice was delicious. Can't wait to go back and try more menu items!"", ""Had the cachapa years ago sometime before COVID, and never had the chance to make it back to Cobble Hill to try the bowls I've had my eye on last time....""]"
Mercado Little Spain,3.5,"10 Hudson Yards, New York, NY 10001","['Authentic Spanish Delights at The Vines, Mercado Little Spain\n\nAs someone with a deep appreciation for Spanish cuisine, visiting Mercado Little Spain in...', ""The food and experience is amazing. The loss of 1 star is because unless you have many, many dollars to spend to eat enough food that your satiated, you're..."", 'Tapas + good drinks \n\nFood was OK. Nothing stood out.  Pulpo was well cooked and flavorful']"
Mekong BK,3.8,"250 Dekalb Ave, Brooklyn, NY 11205","[""I was a long time regular at a Vietnamese restaurant in Houston called Mai's - since moving to NYC nearly 20 years ago I have hopped to run across a place..."", 'Be careful when eating here. They have unethical practices. We ate here 2 days ago and the bill was $47 and I tipped $10. okay. 2 days later i receieve a...', 'Came here with friends and had: \n\nOctopus: pretty good and crispy. Freshly made \n\nClassic Vietnamese Beef Bones Broth that consists of rice noodles, slices...']"
Harry Potter New York,4.3,"935 Broadway, New York, NY 10010","['A MUST VISIT for Harry Potter fans! I love this place so much. As a potterhead, this store is my happy place. From the moment you walk in, it feels so...', ""If you grew up reading Harry Potter's books, this is a must stop. 2 floors beautifully decorated. I was impressed with all the details.\n\nThere's a..."", 'This was so great! This store is HUGE and they have a ton of variety\n\nThey also have a small cafe that sells Harry Potter themed desserts and butterbeer...']"
Colonia Verde,4.1,"219 Dekalb Ave, Brooklyn, NY 11205","[""First off ... MAKE RESERVATIONS! If you're one of those people who expect to just show up for brunch at whenever and be seated immediately, this may not be..."", '5 stars\n\nAmbience: loved the backyard covered patio. romantic and a perfect way venue for a summer/fall meal.  The indoor restaurant was also beautiful but...', 'Shrimp tacos! They were a lot larger than we expected but so glad there was more to share. Shrimp perfectly cooked and tender, melt in your mouth. Perfect...']"
SUGARFISH | Soho,4.2,"202 Spring St, New York, NY 10012","['Sugarfish- Soho New York, New York\n2/18/2024\nWhat I Had: \nTHE NOZAWA TRUST ME\nTuna Sashimi - ponzu and chives\nAlbacore Sushi - ponzu and chives, 2-pc\nSalmon...', ""Came here for lunch & got seated after 10 mins. The Trust Me prefixe menu was a great portion for the price. However, i wouldn't say it was to die for...."", 'The food and service was an all around 5 star experience!\nThe non gratuity price was also something surprising and adds to wanting to return to this gem of...']"
Pylos,4.3,"128 E 7th St, New York, NY 10009","['Great ambiance where it was lively but not loud, classy but not stuffy, casual but still refined. I loved our corner cushioned seat in the front dining...', 'The best Greek food there is in New York City. I was absolutely blown away by how delicious these dishes where I felt like it was a mix of Greek and Italian...', 'TLDR: The Lamb is a must try at this spot! \n\nThe spicy pepper stuffed whipped feta dip was a flavor and texture sensation that set the tone for an...']"
Kora,4.3,"43-46 10th St, Long Island City, NY 11101","['Kora has been on my radar ever since they started up during the pandemic in 2020. I heard it was impossible to get a box, so I forgot about it for a while...', ""My favorite doughnuts in NYC! Thankfully, the hype has died down, and it's no longer impossible to get a box. The online ordering process is very easy, and..."", 'Very fresh delicious ""fluffy brioche"" doughnuts with unique dynamic flavors. I\'ve been following these guys on social media for a while and was happy I got...']"
Loreto Italian Kitchen & Bar,4.4,"280 Ashland Pl, Brooklyn, NY 11217","['The food has always been good at Loreto, but recently the management changed and now the service is excellent as well.  On our latest visit, we asked the...', ""Last minute planning and in need of Italian food close by, Loreto's became the pick for my mom's birthday dinner. Service and ambiance were great, but the..."", 'The first time I visited Loreto, I had a great experience, so I suggested it when a friend wanted to take me to dinner for my birthday. However, it seems...']"
The Grey Dog - Nolita,4,"244 Mulberry St, New York, NY 10012","['Came here on a Saturday with a breakfast reservation and was seated right away. I got the classic omelette with spinach, peppers, and jalapeños. It came...', 'Get the Brussels. We came for Brussels. We left full of Brussels. Get the Brussels. Did I mention....BRUSSELS?! Best Brussels I ever had. Cannot stress that...', 'I appreciated that the Grey Dog has happy hour deals everyday with yummy snacks and drinks to offer. I ordered two refreshing mules and the Moroccan bowl...']"
Side Hustle,4.8,"43- 1 Dutch Kills St, New York, NY 11101","[""A new sports bar in LIC: it's in a side street that doesn't look like it has much, but luckily there's a bright neon sign to point the way.\n\nI went with a..."", ""A new bar opening in LIC. A little off the beaten path so I'm glad there's a neon sign that welcomes people in. The staff was super friendly and there's..."", 'Went here for brunch this past weekend and had a great experience. The food was good I had the French toast and my boyfriend got the eggs and potatoes. They...']"
Bun Haus,5,"194 Bedford Ave, New York, NY 11249","['I\'ve lived in Williamsburg for years and have seen many restaurants come and go. When I saw the ""Bun Haus"" sign go up, I was thinking it\'d be another random...', ""Amazing burgers, and don't sleep on the milkshakes! I stumbled upon this new restaurant in search of a quick meal, and what I thought would be just a..."", ""Located in the bustling Williamsburg shopping district, this spot serves as an ideal break from all the shopping. There's an ample seating for a casual...""]"
Aldama,3.9,"91 S 6th St, Brooklyn, NY 11249","['Still dreaming of the mezcal here and the delicious take on chips and guac. What an elevated and high end way to present it, what got me was that delicious...', 'Absolutely incredible! \n\nI dined at Aldama with a few colleagues and it did not disappoint! The menu may be limited but every item is delicious. \n\nFor my...', ""WOW. Can't believe this place has such good reviews. Service: OK. Food: pretty good. Prices: absolutely unreasonable. \n\nPortion sizes are small. Don't...""]"
NOMO Kitchen,3.5,"9 Crosby St, NOMO SOHO Hotel, New York, NY 10013","['One of the first Instagrammable spots most people most. New York iconic photo spot.\nCute outdoor garden as well as covered outdoor places!\nBoth drinks and...', 'I came here for restaurant week dinner on a Friday night. There is ample seating but a lot of open tables when I came. I had a reservation for 7:45 pm. For...', ""The food, service & ambiance were great, and Anthony made the evening absolutely amazing!!  We look forward to visiting every time we're in town.""]"
